Transaction_Amount_INR,Transaction_Hour,Merchant_Category,Country,Distance_from_Home_km,Mins_Since_Last_Txn,Avg_Monthly_Txn_INR,Is_Fraud
984.0,19,Travel,Other,2553.0,652.0,9550,0
1466.0,2,Travel,India,981.0,662.0,12361,0
2627.0,17,Fuel,India,9796.0,256.0,14837,0
305.0,1,Medical,India,6993.0,454.0,16591,0
1221.0,18,Grocery,India,3515.0,375.0,9050,0
628.0,4,Restaurant,Dubai,3515.0,202.0,14528,0
1749.0,20,Electronics,UK,9002.0,552.0,14115,0
6622.0,6,Fuel,India,,198.0,2038,0
565.0,5,Restaurant,India,4979.0,572.0,6636,0
616.0,22,Online,India,6227.0,480.0,2250,0
7223.0,12,Restaurant,India,6485.0,191.0,1756,1
2034.0,2,Medical,India,2270.0,2.0,5088,0
794.0,6,Fuel,India,5730.0,464.0,11271,0
3663.0,19,Online,India,9877.0,222.0,7390,0
282.0,17,Fuel,Singapore,8195.0,255.0,17899,1
840.0,3,Restaurant,India,9727.0,43.0,7127,0
881.0,19,Medical,India,1289.0,76.0,15989,0
238.0,10,Travel,India,1599.0,173.0,2182,0
3774.0,8,Grocery,India,5474.0,216.0,5657,0
741.0,21,Medical,India,6680.0,301.0,1717,0
407.0,13,Restaurant,India,2074.0,570.0,13849,0
7223.0,12,Restaurant,India,6485.0,191.0,1756,1
1367.0,14,Fuel,India,3059.0,213.0,11874,0
1586.0,22,Fuel,Singapore,4898.0,15.0,6172,0
796.0,21,Medical,India,9459.0,131.0,1628,0
1704.0,11,Travel,Other,7127.0,359.0,18704,1
2913.0,22,Restaurant,Dubai,9507.0,519.0,18114,0
1368.0,4,Restaurant,USA,6630.0,299.0,17267,0
7615.0,3,Travel,Other,6714.0,510.0,14467,0
2341.0,4,Electronics,Singapore,9130.0,453.0,806,0
5259.0,9,Fuel,India,4031.0,,9898,0
7770.0,15,Travel,India,4831.0,199.0,10154,0
1534.0,3,Restaurant,India,9132.0,376.0,16570,0
376.0,13,Medical,India,3110.0,486.0,14226,0
1215.0,12,Travel,UK,1886.0,18.0,14084,0
1716.0,8,Restaurant,UK,3127.0,226.0,11500,0
5393.0,14,Electronics,India,5360.0,214.0,8275,0
588.0,12,Medical,India,4451.0,190.0,12099,0
1863.0,2,Electronics,USA,9312.0,496.0,8250,0
4006.0,14,Medical,Singapore,3627.0,21.0,10997,0
11348.37079157029,0,Fuel,India,,641.0,5087,0
35.0,20,Online,Dubai,3712.0,91.0,6408,0
3759.0,20,Travel,Other,,393.0,18390,0
1998.0,1,Electronics,India,8570.0,442.0,4767,0
1068.0,11,Travel,USA,8333.0,230.0,6053,0
173.0,11,Electronics,India,4714.0,635.0,12376,0
2775.0,3,Restaurant,India,5833.0,393.0,13027,0
1884.0,12,Grocery,Other,465.0,75.0,9760,1
9473.0,0,Grocery,India,4684.0,490.0,4726,1
527.0,7,Medical,India,8431.0,119.0,8087,0
709.0,20,Restaurant,Singapore,8095.0,56.0,11828,0
3409.0,7,Online,Other,9067.0,37.0,11408,0
2409.0,10,Grocery,India,116.0,232.0,17946,0
282.0,17,Fuel,Singapore,8195.0,255.0,17899,1
269.0,7,Medical,India,,414.0,13023,0
4097.0,7,Grocery,Singapore,80.0,458.0,15945,1
2655.0,13,Electronics,India,1560.0,282.0,12835,0
3537.0,2,Travel,India,9326.0,190.0,18534,0
5433.0,13,Fuel,India,5405.0,243.0,617,0
3947.0,17,Medical,India,2648.0,2.0,795,1
3647.0,20,Electronics,Dubai,5546.0,379.0,2179,0
4630.0,13,Electronics,India,682.0,411.0,5652,0
3066.0,3,Grocery,India,177.0,346.0,2247,0
129.0,17,Restaurant,Singapore,7491.0,297.0,6522,0
424.0,15,Travel,USA,5042.0,277.0,8308,0
7121.0,14,Medical,UK,554.0,144.0,6251,0
2296.0,10,Restaurant,India,9588.0,564.0,2782,0
2253.0,23,Fuel,India,3515.0,669.0,13983,0
999.0,11,Restaurant,Dubai,8918.0,361.0,6519,0
213.0,23,Online,India,6613.0,332.0,14021,0
4027.0,22,Medical,Singapore,1086.0,135.0,2863,0
857.0,18,Travel,Other,169.0,299.0,15878,0
3554.0,16,Restaurant,India,3481.0,424.0,4676,0
361.0,1,Fuel,USA,1739.0,220.0,7234,1
4237.0,19,Travel,Singapore,6868.0,268.0,7687,0
1303.0,5,Online,Other,3941.0,413.0,8443,0
4414.0,22,Online,Other,271.0,249.0,6423,0
3783.0,23,Restaurant,India,2167.0,463.0,1578,0
164.0,20,Restaurant,Singapore,6815.0,668.0,3504,0
1500.0,4,Fuel,India,2390.0,566.0,9373,0
105.0,12,Travel,India,248.0,411.0,11304,0
2585.0,20,Fuel,India,3846.0,531.0,16438,0
1090.0,11,Online,India,7542.0,,3959,0
1126.0,22,Restaurant,UK,1743.0,446.0,11002,0
2150.0,4,Online,UK,6926.0,459.0,13446,0
92.0,1,Travel,UK,2254.0,281.0,12238,0
1558.0,15,Travel,Dubai,1338.0,301.0,17792,1
4271.0,14,Grocery,India,,,12605,0
1605.0,2,Electronics,Dubai,7294.0,308.0,11444,0
870.0,9,Medical,Other,2616.0,620.0,16934,0
6024.0,13,Medical,Dubai,9266.0,614.0,11382,0
34.0,23,Medical,India,2247.0,68.0,1154,1
133.0,22,Fuel,India,5605.0,691.0,12990,0
2945.0,12,Grocery,India,5904.0,490.0,10139,0
2318.0,2,Medical,India,8453.0,510.0,19526,0
54.0,21,Medical,India,142.0,697.0,16685,0
9281.837136347998,12,Fuel,India,2674.0,242.0,18833,0
207.0,6,Grocery,India,628.0,435.0,1553,0
1355.0,21,Electronics,India,8722.0,531.0,7085,0
659.0,18,Medical,India,7917.0,70.0,19139,0
3758.0,19,Grocery,India,3996.0,617.0,18737,0
124.0,15,Grocery,India,8131.0,60.0,9979,0
160.0,4,Medical,India,3374.0,678.0,14359,0
2837.0,14,Travel,India,3109.0,16.0,18657,0
3543.0,4,Online,Dubai,5216.0,692.0,1139,0
2226.0,15,Medical,India,3430.0,652.0,14243,1
8634.0,2,Medical,India,5400.0,703.0,19853,0
536.0,11,Electronics,India,4188.0,271.0,3592,1
833.0,4,Online,USA,6856.0,597.0,15007,0
1529.0,14,Travel,India,6093.0,327.0,14177,0
279.0,15,Electronics,Dubai,3883.0,264.0,17688,0
5290.0,23,Medical,Dubai,2441.0,505.0,6333,0
615.0,8,Grocery,India,967.0,701.0,15723,1
2195.0,6,Electronics,India,3617.0,695.0,8614,0
1369.0,13,Fuel,USA,3141.0,244.0,18046,0
468.0,1,Fuel,India,5447.0,408.0,13580,0
326.0,15,Restaurant,Other,4717.0,174.0,3757,0
1984.0,9,Electronics,India,850.0,382.0,15349,0
1206.0,17,Medical,Other,3204.0,688.0,14979,0
167.0,16,Fuel,UK,9506.0,691.0,9550,0
899.0,13,Online,India,4904.0,,13317,0
1422.0,5,Restaurant,India,982.0,182.0,8059,0
2103.0,9,Travel,India,3319.0,85.0,12445,0
228.0,0,Medical,India,6172.0,300.0,16449,0
1574.0,3,Fuel,India,2043.0,151.0,11071,0
3899.0,18,Travel,India,1876.0,223.0,12151,0
438.0,22,Restaurant,India,1011.0,168.0,9971,1
606.0,17,Electronics,India,9618.0,539.0,7876,0
1092.0,19,Travel,India,9497.0,364.0,2575,0
268.0,2,Grocery,India,7504.0,506.0,16256,0
3404.0,15,Restaurant,Other,6906.0,195.0,16696,0
757.0,4,Grocery,India,1407.0,114.0,15863,0
1001.0,16,Fuel,India,2553.0,373.0,10805,0
4633.0,23,Electronics,Other,1955.0,31.0,16043,0
5245.0,17,Fuel,Singapore,7903.0,,5517,1
9800.0,1,Medical,India,6799.0,,15676,1
3671.0,4,Electronics,India,,475.0,3632,1
1653.0,4,Travel,India,3232.0,190.0,15806,0
8038.0,9,Restaurant,India,2179.0,80.0,16693,0
62.0,7,Online,UK,2272.0,628.0,3233,0
4329.0,6,Restaurant,Singapore,817.0,648.0,7358,0
952.0,2,Fuel,India,993.0,187.0,14749,0
2573.0,16,Online,India,1740.0,675.0,3864,0
338.0,5,Grocery,Singapore,,194.0,10359,0
1194.0,4,Electronics,India,270.0,542.0,16153,0
1769.0,17,Online,India,5060.0,659.0,2914,0
210.0,3,Fuel,India,7218.0,,9065,0
2175.0,5,Travel,India,9472.0,663.0,18375,0
1846.0,0,Grocery,India,,546.0,18797,0
2131.0,6,Travel,Dubai,4628.0,395.0,11754,0
14022.0,0,Restaurant,India,970.0,529.0,19711,0
3096.0,1,Online,India,,444.0,9099,0
1095.0,10,Grocery,UK,6965.0,214.0,18513,0
2753.0,17,Restaurant,USA,4060.0,13.0,6664,0
3028.0,1,Online,Dubai,6958.0,438.0,4610,0
1054.0,4,Travel,India,1500.0,302.0,12599,0
2827.0,10,Fuel,India,4015.0,454.0,9613,0
1584.0,16,Medical,India,3839.0,,19419,0
28.0,11,Grocery,UK,6448.0,119.0,767,0
171.0,17,Restaurant,UK,5008.0,664.0,2103,0
863.0,2,Travel,Dubai,5243.0,236.0,19312,0
1375.0,13,Grocery,India,4472.0,232.0,7409,1
79.0,23,Restaurant,India,3520.0,595.0,7685,0
2478.0,20,Electronics,India,2897.0,159.0,1425,0
6292.0,6,Electronics,India,3418.0,704.0,16074,1
532.0,19,Electronics,Dubai,5346.0,85.0,1576,0
68.0,3,Medical,India,8869.0,545.0,9790,0
1591.0,20,Medical,India,9136.0,506.0,4230,0
6018.0,21,Fuel,UK,2921.0,254.0,6638,0
421.0,8,Medical,India,7264.0,69.0,9838,0
1253.0,7,Restaurant,India,8299.0,355.0,3946,0
2237.0,21,Fuel,India,2731.0,140.0,7037,0
3535.0,22,Electronics,USA,2968.0,334.0,3130,0
5283.0,3,Fuel,Dubai,4088.0,21.0,10168,0
2576.0,1,Restaurant,Dubai,,108.0,4564,1
6589.0,2,Medical,India,626.0,719.0,18303,0
2693.0,11,Travel,India,6690.0,404.0,10352,0
476.0,12,Fuel,India,9159.0,392.0,987,0
1241.0,18,Fuel,India,8363.0,619.0,8904,0
836.0,6,Grocery,India,8567.0,67.0,14057,0
2374.0,5,Online,India,2075.0,597.0,4199,1
4146.0,14,Electronics,India,6235.0,694.0,14481,0
1434.0,5,Grocery,India,2252.0,193.0,14422,0
4073.0,12,Medical,India,3243.0,151.0,13013,0
3876.0,0,Restaurant,Singapore,8862.0,143.0,7554,0
6637.340743193623,16,Travel,India,7253.0,454.0,12362,0
2054.0,17,Fuel,India,525.0,448.0,18731,0
1583.0,18,Online,India,7414.0,193.0,9131,0
5741.0,4,Grocery,India,5652.0,441.0,16037,0
1911.0,15,Medical,Singapore,1245.0,417.0,7343,0
1971.0,16,Electronics,India,4788.0,607.0,6342,0
2814.0,5,Online,India,7076.0,,14849,0
875.0,10,Restaurant,India,3702.0,719.0,16472,0
1349.0,23,Electronics,India,4675.0,607.0,6988,0
756.0,1,Medical,India,1455.0,282.0,596,0
1663.0,1,Online,India,4727.0,243.0,6392,0
3220.0,10,Electronics,India,6083.0,103.0,692,0
354.0,18,Fuel,India,768.0,717.0,10739,1
3260.0,21,Restaurant,UK,1234.0,551.0,3836,0
1358.0,22,Grocery,India,1192.0,476.0,8740,0
4812.0,10,Fuel,India,4510.0,180.0,4368,0
3188.0,1,Travel,India,7009.0,622.0,19066,0
1897.0,10,Medical,India,4871.0,572.0,11780,0
3712.0,6,Electronics,India,3368.0,175.0,19560,0
2300.0,0,Electronics,India,9005.0,293.0,15594,0
5372.0,5,Travel,India,8680.0,717.0,6480,0
19.0,1,Electronics,Singapore,9286.0,437.0,15855,0
656.0,5,Electronics,India,6693.0,568.0,891,0
628.0,17,Grocery,India,,560.0,11824,0
2436.0,4,Restaurant,India,756.0,534.0,1999,0
274.0,9,Restaurant,Dubai,,169.0,9640,0
4591.0,8,Restaurant,India,8661.0,434.0,9827,0
1124.0,14,Grocery,India,9262.0,354.0,17965,1
929.0,23,Medical,India,7712.0,276.0,17092,1
254.0,0,Online,India,4358.0,51.0,18904,0
689.0,6,Grocery,USA,,507.0,5549,0
1211.0,17,Online,Dubai,4928.0,169.0,6099,0
710.0,20,Restaurant,Other,6777.0,210.0,17534,0
526.0,18,Grocery,UK,4329.0,565.0,6281,0
200.0,22,Online,UK,4035.0,254.0,14812,0
2664.0,2,Grocery,India,354.0,650.0,8272,0
438.0,22,Restaurant,India,1011.0,168.0,9971,1
513.0,14,Online,Other,5779.0,570.0,5450,0
6148.0,15,Fuel,India,3690.0,397.0,3791,0
1155.0,21,Restaurant,Singapore,8510.0,362.0,16113,0
914.0,18,Restaurant,India,7006.0,370.0,571,0
573.0,10,Electronics,India,3768.0,541.0,19302,0
520.0,14,Electronics,India,4898.0,663.0,6500,0
220.0,10,Online,India,8714.0,88.0,3004,0
1758.0,2,Travel,UK,3837.0,294.0,19138,0
1040.0,2,Medical,India,4933.0,575.0,11936,0
153.0,20,Travel,India,7549.0,218.0,7316,0
1002.0,3,Online,Other,4387.0,24.0,17760,1
3606.0,3,Travel,Singapore,153.0,652.0,10160,1
2120.0,11,Medical,Dubai,88.0,646.0,12000,0
1674.0,1,Grocery,USA,5996.0,374.0,8049,0
1280.0,4,Fuel,India,8893.0,0.0,18456,1
696.0,4,Travel,Singapore,9290.0,355.0,8491,0
9077.0,16,Medical,USA,1910.0,538.0,4404,1
1463.0,18,Medical,India,2036.0,6.0,12376,0
2029.0,19,Restaurant,USA,8267.0,116.0,1196,0
1990.0,17,Fuel,India,1561.0,396.0,16196,0
2547.0,6,Travel,India,6566.0,49.0,13531,0
4067.0,11,Grocery,India,7222.0,554.0,8071,0
250.0,3,Restaurant,USA,1130.0,515.0,13998,0
7553.871494956263,17,Electronics,India,8951.0,158.0,8379,0
321.0,6,Online,India,2534.0,325.0,10527,1
1026.0,6,Online,India,4472.0,91.0,11152,0
6925.0,20,Medical,India,5953.0,468.0,19796,0
52.0,19,Restaurant,India,5045.0,228.0,3737,0
1190.0,16,Medical,USA,2005.0,620.0,19744,0
135.0,14,Medical,India,6434.0,453.0,18927,0
4053.0,3,Grocery,India,5881.0,310.0,16865,0
2285.0,16,Travel,USA,3103.0,103.0,18683,0
264.0,7,Travel,India,,58.0,8880,0
2468.0,3,Restaurant,Dubai,842.0,126.0,16984,0
2059.0,13,Travel,India,1299.0,429.0,501,0
4879.0,3,Medical,India,7756.0,47.0,12426,0
50.0,18,Restaurant,India,9981.0,562.0,653,0
1610.0,22,Grocery,India,6373.0,385.0,15992,0
3595.0,13,Electronics,India,4414.0,132.0,12209,0
803.0,0,Online,India,61.0,1.0,7588,1
1945.0,21,Travel,India,6829.0,705.0,11067,0
1852.0,5,Online,India,1484.0,290.0,4564,0
1052.0,14,Online,UK,2476.0,280.0,17432,0
2013.0,4,Restaurant,India,7118.0,157.0,13463,0
2107.0,11,Grocery,India,6018.0,259.0,18229,0
626.0,10,Online,India,3655.0,,18276,0
1551.0,8,Grocery,Dubai,2304.0,,7314,0
786.0,7,Travel,India,4819.0,104.0,4547,0
119.0,16,Fuel,India,,178.0,7686,0
110.0,23,Online,Singapore,1867.0,343.0,10479,0
364.0,8,Grocery,India,5594.0,,3386,0
293.0,21,Online,India,8050.0,352.0,8502,0
3180.0,5,Medical,India,6401.0,429.0,18072,0
1850.0,15,Grocery,India,,647.0,9815,0
3511.0,10,Electronics,India,3501.0,41.0,10808,0
361.0,1,Fuel,USA,1739.0,220.0,7234,1
3040.0,8,Grocery,India,7913.0,201.0,3681,0
2750.0,13,Fuel,India,9462.0,198.0,4930,0
2439.0,14,Electronics,India,9534.0,87.0,18412,0
113.0,6,Grocery,India,4051.0,258.0,9313,0
4444.0,23,Grocery,UK,7880.0,205.0,6718,0
3783.0,3,Grocery,India,4449.0,207.0,10261,0
995.0,10,Electronics,India,8614.0,2.0,922,1
5837.0,7,Medical,USA,8629.0,,8493,0
306.0,21,Travel,India,5418.0,215.0,17152,0
1925.0,23,Restaurant,India,8332.0,219.0,10197,0
1125.0,7,Fuel,India,7640.0,456.0,2737,0
678.0,23,Electronics,India,8328.0,62.0,15991,0
178.0,9,Electronics,India,7648.0,358.0,1427,0
290.0,18,Travel,India,3468.0,235.0,19457,0
420.0,21,Medical,India,5808.0,624.0,14897,0
338.0,3,Fuel,Singapore,3465.0,389.0,5060,0
4022.0,5,Online,India,,,11726,0
2263.0,3,Medical,USA,9536.0,224.0,1406,0
929.0,1,Grocery,India,7500.0,297.0,8578,0
2740.0,11,Grocery,India,4627.0,71.0,3501,1
133.0,5,Fuel,India,776.0,550.0,10357,0
4596.0,4,Fuel,India,4329.0,,9190,0
18556.93730739075,15,Travel,India,8219.0,257.0,19761,0
2826.0,2,Electronics,Other,9436.0,33.0,14664,0
331.0,21,Travel,UK,2153.0,538.0,12159,0
1488.0,18,Grocery,India,2257.0,34.0,7332,0
2508.0,8,Online,India,,266.0,17859,0
615.0,8,Grocery,India,967.0,701.0,15723,1
1504.0,12,Fuel,Singapore,3194.0,38.0,6071,0
883.0,13,Grocery,India,200.0,282.0,8167,0
1417.0,2,Grocery,Singapore,2754.0,648.0,16364,0
301.0,18,Medical,India,3169.0,620.0,1134,0
492.0,16,Restaurant,India,,233.0,8451,0
886.0,23,Medical,India,8259.0,426.0,9630,0
868.0,3,Travel,USA,4926.0,,17117,0
70.0,17,Medical,India,,265.0,11697,0
5245.0,17,Fuel,Singapore,7903.0,,5517,1
3903.0,11,Electronics,India,8884.0,522.0,15244,0
1151.0,6,Medical,India,9297.0,463.0,8334,0
1202.0,12,Travel,India,4873.0,301.0,4992,0
1849.0,0,Online,Other,8699.0,82.0,7739,0
1413.0,7,Grocery,Other,9029.0,709.0,2577,0
496.0,10,Travel,Singapore,2857.0,379.0,14145,0
9473.0,0,Grocery,India,4684.0,490.0,4726,1
1974.0,21,Online,India,6517.0,639.0,19363,0
2350.0,17,Travel,India,4030.0,98.0,1753,0
1016.0,4,Online,India,5295.0,704.0,19053,0
708.0,4,Fuel,India,537.0,70.0,13754,0
4641.0,19,Restaurant,India,9879.0,715.0,13433,0
582.0,8,Fuel,Singapore,2267.0,564.0,12270,0
3602.0,18,Travel,India,6651.0,389.0,7304,0
1458.0,15,Medical,India,43.0,341.0,4198,0
211.0,19,Electronics,India,9067.0,282.0,12464,0
663.0,18,Travel,USA,6252.0,509.0,1548,0
321.0,6,Online,India,2534.0,325.0,10527,1
820.0,15,Fuel,Dubai,9922.0,40.0,3772,0
2714.0,22,Electronics,Singapore,8089.0,374.0,19638,0
559.0,23,Restaurant,India,1664.0,553.0,5895,0
179.0,22,Electronics,USA,8883.0,137.0,10078,0
34.0,1,Grocery,India,9459.0,396.0,6229,0
321.0,1,Fuel,India,9453.0,222.0,6631,0
1307.0,6,Travel,India,7965.0,224.0,13525,0
5804.0,9,Fuel,India,2320.0,503.0,18741,0
912.0,23,Fuel,India,1477.0,411.0,19624,0
3635.0,15,Online,Other,1073.0,565.0,18521,0
2576.0,1,Restaurant,Dubai,,108.0,4564,1
257.0,2,Medical,India,,635.0,11815,0
827.0,16,Fuel,India,8719.0,199.0,3956,0
5568.0,19,Medical,Singapore,9203.0,241.0,16442,0
16936.0,15,Travel,India,4215.0,442.0,16656,0
1280.0,4,Fuel,India,8893.0,0.0,18456,1
1276.0,7,Fuel,Singapore,8871.0,71.0,14654,0
8723.0,0,Medical,India,1383.0,340.0,1722,1
939.0,18,Online,Dubai,,158.0,3878,0
1210.0,4,Online,India,8440.0,200.0,10661,0
2018.0,20,Electronics,India,7075.0,403.0,19867,0
3359.0,7,Restaurant,India,9183.0,141.0,9016,0
1948.0,0,Fuel,India,2364.0,,16352,0
611.0,10,Fuel,Other,2431.0,226.0,13817,0
4518.0,12,Restaurant,UK,6449.0,289.0,6860,0
7601.0,6,Electronics,India,1296.0,324.0,1776,0
1859.0,15,Fuel,India,9999.0,,15692,0
637.0,8,Grocery,India,8749.0,254.0,13743,0
834.0,4,Electronics,India,9105.0,211.0,17079,0
467.0,13,Electronics,India,8018.0,104.0,16761,0
1297.0,6,Online,Other,3392.0,110.0,6762,0
1027.0,16,Travel,India,8594.0,458.0,4396,0
2283.0,23,Fuel,Other,214.0,25.0,4480,0
221.0,6,Grocery,UK,8311.0,298.0,5879,0
2270.0,0,Grocery,India,3791.0,552.0,6321,0
56.23276502103663,8,Restaurant,India,4964.0,441.0,10508,0
282.0,17,Fuel,Singapore,8195.0,255.0,17899,1
5234.0,5,Grocery,India,7667.0,53.0,9956,0
1306.0,9,Online,India,2163.0,499.0,12869,0
468.0,21,Medical,India,7728.0,529.0,4287,0
765.0,21,Grocery,USA,6314.0,594.0,18822,0
4959.0,21,Restaurant,India,8680.0,125.0,5037,0
527.0,19,Restaurant,India,6685.0,,18986,0
100.0,9,Electronics,USA,,678.0,15957,0
5305.0,19,Fuel,Singapore,1622.0,217.0,7167,0
6637.0,21,Grocery,India,6681.0,2.0,11317,0
847.0,3,Electronics,India,7394.0,703.0,777,0
4657.0,7,Travel,India,,319.0,18859,1
1622.0,22,Fuel,USA,9998.0,408.0,2581,0
1043.0,17,Travel,India,4497.0,200.0,1011,0
364.0,15,Travel,India,3512.0,438.0,2162,0
3407.0,20,Online,India,7601.0,426.0,5602,0
360.0,12,Medical,India,1036.0,263.0,12867,0
1133.0,19,Restaurant,India,3516.0,,5054,0
5885.0,0,Online,UK,7023.0,520.0,5925,0
10.0,12,Travel,India,3215.0,621.0,3039,0
3939.0,6,Medical,India,3584.0,696.0,838,0
2422.0,22,Restaurant,India,3374.0,580.0,19089,0
307.0,18,Restaurant,India,,278.0,5228,0
2540.0,7,Medical,India,4764.0,117.0,4167,0
6007.0,14,Restaurant,India,5560.0,488.0,18455,0
226.0,23,Medical,USA,277.0,399.0,11183,0
1223.0,10,Travel,India,9473.0,,6363,0
886.0,7,Fuel,India,,424.0,16175,0
1132.0,21,Restaurant,Other,,101.0,2721,0
41.0,5,Restaurant,India,8200.0,527.0,15684,0
93.0,3,Grocery,India,9659.0,11.0,16502,0
2847.0,3,Travel,UK,3821.0,571.0,16060,0
479.0,8,Grocery,India,1779.0,,2574,0
1858.0,3,Restaurant,India,454.0,351.0,1158,0
1654.0,6,Restaurant,Singapore,,718.0,7608,0
6291.0,7,Medical,India,172.0,42.0,15120,0
3583.0,12,Medical,India,9334.0,301.0,11800,0
3977.0,8,Grocery,India,9664.0,354.0,17361,0
822.0,17,Medical,Dubai,8463.0,407.0,10336,0
116.0,3,Fuel,India,3691.0,261.0,12844,0
1229.0,11,Medical,UK,4322.0,453.0,4000,0
950.0,4,Fuel,India,1384.0,549.0,13797,0
263.0,10,Medical,India,2066.0,514.0,18565,0
1039.0,3,Grocery,India,7345.0,109.0,2438,0
1393.0,15,Grocery,India,8798.0,10.0,18402,0
7160.0,21,Electronics,India,6885.0,268.0,14624,0
391.0,21,Medical,India,7321.0,538.0,9026,0
1806.0,18,Electronics,India,8706.0,538.0,2973,0
1236.0,9,Fuel,UK,4569.0,167.0,14917,0
1747.0,20,Online,India,7826.0,660.0,2967,0
2406.0,5,Restaurant,India,8324.0,440.0,7591,0
980.0,11,Restaurant,India,5319.0,696.0,5840,0
683.0,16,Restaurant,India,4032.0,168.0,7636,0
1566.0,11,Restaurant,Dubai,4992.0,501.0,7084,0
4657.0,7,Travel,India,,319.0,18859,1
4155.0,11,Grocery,Singapore,4580.0,603.0,2937,0
541.0,21,Electronics,India,2424.0,606.0,11912,0
2166.0,8,Online,Other,1471.0,,16454,0
12.0,0,Medical,India,8619.0,156.0,11092,0
962.0,4,Electronics,India,597.0,698.0,10038,0
1177.0,17,Electronics,UK,1804.0,350.0,15181,0
6534.0,2,Online,Other,6865.0,581.0,12526,0
3346.0,17,Restaurant,India,9902.0,597.0,19349,0
2074.0,23,Medical,India,4776.0,248.0,15982,0
3671.0,4,Electronics,India,,475.0,3632,1
8624.0,14,Grocery,USA,193.0,445.0,15449,0
460.0,14,Travel,India,4171.0,447.0,8637,0
7712.0,13,Grocery,India,7493.0,1.0,544,1
5437.0,20,Online,India,9514.0,324.0,15243,0
281.0,18,Online,UK,2973.0,214.0,8412,0
13032.0,15,Electronics,India,6124.0,502.0,14704,1
1030.0,19,Electronics,Dubai,6393.0,592.0,18603,0
995.0,10,Electronics,India,8614.0,2.0,922,1
1653.0,4,Travel,India,4308.0,604.0,11642,0
1426.0,15,Travel,India,6719.0,201.0,1355,0
3158.0,6,Medical,India,9703.0,564.0,3402,0
1367.0,7,Online,India,311.0,158.0,10673,0
890.0,18,Grocery,India,4376.0,291.0,7022,0
3924.0,12,Electronics,India,5408.0,161.0,11474,0
4800.0,13,Travel,USA,6901.0,11.0,14744,0
1271.0,1,Grocery,Singapore,4136.0,305.0,16863,1
1696.0,16,Travel,India,7357.0,16.0,19019,1
3205.0,20,Fuel,India,9231.0,416.0,1514,0
7246.0,16,Fuel,Other,9172.0,312.0,2043,0
815.0,10,Medical,India,3556.0,,12554,0
333.0,14,Grocery,Other,7870.0,103.0,15279,0
1832.0,5,Restaurant,India,1251.0,327.0,8872,0
488.0,23,Restaurant,USA,2236.0,141.0,14718,0
745.0,16,Travel,India,1108.0,569.0,9336,0
5214.0,19,Electronics,India,8179.0,597.0,15648,0
4384.0,5,Grocery,India,4633.0,644.0,11181,0
3099.0,6,Restaurant,USA,8019.0,,7781,0
972.0,16,Medical,UK,2548.0,57.0,16598,0
5543.0,11,Medical,India,7713.0,249.0,11721,0
3370.0,22,Fuel,India,5549.0,87.0,10143,0
1853.0,16,Medical,India,2339.0,162.0,16533,0
1274.0,19,Medical,India,,179.0,12149,0
2725.0,7,Medical,India,2036.0,509.0,17670,0
470.0,21,Electronics,India,4751.0,181.0,8789,0
1402.0,21,Restaurant,India,4217.0,320.0,19729,0
1742.0,13,Electronics,India,89.0,321.0,2550,0
1111.0,4,Restaurant,Dubai,3390.0,623.0,14877,0
538.0,2,Restaurant,India,,89.0,4230,0
2959.0,13,Online,India,2514.0,503.0,10294,0
6144.0,9,Online,Other,2391.0,230.0,16049,0
656.0,6,Medical,India,4243.0,598.0,16072,0
2026.0,14,Online,Dubai,6158.0,493.0,16720,0
578.0,9,Fuel,India,592.0,565.0,17537,0
63.0,23,Medical,India,3161.0,366.0,16192,0
2007.0,21,Online,India,7665.0,100.0,8830,0
38.0,7,Grocery,India,1583.0,,18422,0
2502.0,1,Restaurant,UK,4487.0,65.0,7546,0
2251.0,13,Travel,India,4120.0,673.0,16780,0
171.0,18,Fuel,India,2528.0,404.0,2662,0
655.0,18,Grocery,India,8453.0,535.0,13103,0
964.0,14,Medical,India,5987.0,656.0,15269,0
2602.0,3,Online,India,7124.0,253.0,7200,0
424.0,16,Restaurant,India,1015.0,50.0,6826,0
9077.0,16,Medical,USA,1910.0,538.0,4404,1
869.0,5,Electronics,India,3613.0,627.0,10210,0
3955.0,0,Medical,India,3657.0,565.0,1220,1
36.0,1,Travel,Other,9735.0,572.0,17127,0
1849.0,10,Online,India,,109.0,3141,0
1104.0,9,Fuel,Dubai,5677.0,55.0,11448,0
2698.0,11,Online,India,4430.0,319.0,2275,1
1865.0,6,Medical,India,3611.0,370.0,3152,0
110.0,20,Travel,India,3098.0,474.0,1199,0
778.0,19,Medical,India,9707.0,12.0,13194,0
2276.0,2,Electronics,Other,2720.0,492.0,18481,0
267.0,17,Medical,USA,1509.0,467.0,18482,0
353.0,16,Medical,India,3696.0,25.0,17095,0
262.0,12,Grocery,India,2871.0,547.0,10766,0
1063.0,18,Grocery,India,4080.0,146.0,16361,0
650.0,7,Online,Singapore,6848.0,575.0,17238,0
2530.0,20,Grocery,India,2573.0,538.0,5218,0
3148.0,1,Restaurant,Other,3418.0,17.0,16476,0
339.0,8,Electronics,India,2253.0,296.0,12820,0
4022.0,4,Fuel,India,8785.0,179.0,5699,0
1506.0,10,Electronics,Dubai,1607.0,551.0,7955,0
1752.0,18,Medical,India,6632.0,466.0,13090,0
