Age,Annual_Income_INR,Loan_Amount_INR,Credit_Score,Employment_Years,Existing_Loans,Loan_Type,Defaulted
53,327845.0,2262887.0,785.0,32.0,3,Personal,0
34,2173164.0,1632371.0,375.0,23.0,3,Home,1
40,908636.0,3401914.0,520.0,9.0,2,Education,0
35,1984164.0,4824288.0,733.0,4.0,2,Auto,0
52,2936492.0,4709767.0,836.0,30.0,2,Auto,0
53,,3194969.0,738.0,8.0,1,Personal,0
37,2748120.0,4784571.0,734.0,31.0,4,Auto,0
44,830025.0,2555417.0,825.0,4.0,4,Auto,0
50,1427318.0,1944089.0,432.0,26.0,1,Home,0
33,499615.0,10287706.136906167,740.0,27.0,3,Personal,0
36,1297338.0,2056910.0,833.0,11.0,1,Business,0
22,2462531.0,3408169.0,886.0,4.0,4,Business,0
37,873346.0,4790338.0,690.0,7.0,0,Auto,0
52,546768.0,2486273.0,543.0,16.0,1,Auto,0
63,532744.0,3247332.0,445.0,7.0,0,Home,0
28,2147100.0,1117043.0,714.0,33.0,0,Business,0
23,842624.0,3011965.0,726.0,22.0,2,Personal,0
32,1205236.0,1012142.0,511.0,17.0,2,Personal,1
40,2627320.0,2648214.0,548.0,9.0,2,Education,0
36,1339304.0,3615887.0,334.0,4.0,0,Education,1
34,1015329.0,4445745.0,552.0,16.0,4,Personal,0
36,,9451069.660111556,585.0,10.0,2,Education,0
63,347483.0,2932007.0,509.0,18.0,2,Home,1
53,2357551.0,4025692.0,409.0,20.0,3,Auto,1
50,2523426.0,4434294.0,629.0,2.0,0,Personal,0
32,1748303.0,4783803.0,441.0,0.0,0,Business,0
35,260692.0,3027965.0,386.0,23.0,2,Business,0
38,2223756.0,4956912.0,439.0,5.0,3,Personal,1
48,1916706.0,1598247.0,631.0,9.0,3,Education,0
43,2370665.0,2898137.0,325.0,,1,Education,0
34,,1532937.0,661.0,23.0,1,Personal,0
50,2787935.0,3037288.0,659.0,22.0,2,Personal,0
53,1635761.0,3225400.0,514.0,,0,Personal,1
35,1701221.0,2228633.0,376.0,,3,Home,0
27,2498309.0,526454.0,394.0,33.0,3,Business,0
35,1137841.0,2135547.0,517.0,15.0,3,Home,0
62,555045.0,3373740.0,667.0,22.0,0,Home,0
58,1990117.0,886908.0,351.0,0.0,1,Auto,1
64,968693.0,2385932.0,573.0,8.0,2,Home,1
31,1404155.0,1596033.0,743.0,11.0,1,Business,0
49,783884.0,1646802.0,332.0,16.0,3,Education,1
51,2367661.0,125302.0,715.0,2.0,3,Business,0
45,2829876.0,3531792.0,724.0,28.0,0,Personal,0
44,210086.0,600050.0,306.0,30.0,0,Personal,0
39,1200780.0,734084.0,794.0,34.0,0,Personal,0
22,,664874.0,653.0,25.0,2,Home,0
42,1115360.0,385058.0,498.0,12.0,4,Auto,0
40,2523714.0,4418149.0,734.0,18.0,4,Education,0
53,999129.0,4279509.0,435.0,31.0,2,Home,0
28,685685.0,4360346.0,587.0,26.0,2,Personal,0
45,416769.0,3768869.0,866.0,12.0,2,Business,0
29,2971011.0,2308414.0,707.0,33.0,1,Personal,0
54,2110232.0,1216664.0,635.0,18.0,2,Business,0
43,1599726.0,479738.0,301.0,18.0,1,Education,0
25,,2407665.0,484.0,2.0,0,Personal,0
45,2714217.0,3136933.0,860.0,2.0,3,Education,0
28,2588372.0,4035923.0,737.0,25.0,4,Personal,0
36,888484.0,1679828.0,321.0,5.0,3,Personal,1
35,2968299.0,2724638.0,511.0,,4,Business,0
21,,4148375.0,776.0,26.0,0,Auto,0
42,1319611.0,99427.0,,23.0,4,Business,0
23,1252417.0,1760795.0,533.0,9.0,0,Home,0
58,,1406227.0,471.0,15.0,3,Education,0
34,1638447.0,1685434.0,817.0,22.0,1,Education,0
56,749690.0,4650374.0,543.0,11.0,4,Auto,1
38,2023957.0,2440950.0,720.0,27.0,2,Personal,0
61,573857.0,1861320.0,678.0,12.0,1,Education,0
38,1206095.0,2825566.0,772.0,17.0,1,Auto,0
23,1616083.0,385872.0,640.0,1.0,0,Home,0
30,1970137.0,2207406.0,422.0,16.0,3,Education,0
59,297807.0,750566.0,733.0,22.0,2,Home,0
21,1009669.0,3100675.0,487.0,22.0,3,Business,0
47,1735595.0,852713.0,313.0,0.0,3,Education,1
47,2504534.0,4558651.0,369.0,13.0,1,Education,1
31,2690921.0,4505441.0,710.0,11.0,2,Personal,0
25,869220.0,260144.0,890.0,13.0,4,Home,0
27,814727.0,4260381.0,617.0,15.0,2,Business,0
39,,4913182.0,736.0,33.0,0,Auto,0
49,2634212.0,4907060.0,,17.0,1,Business,0
35,256435.0,1183124.0,445.0,9.0,2,Education,1
55,2395605.0,1721853.0,526.0,18.0,0,Home,0
57,2818000.0,642580.0,681.0,29.0,4,Education,0
32,1251429.0,2474138.0,479.0,3.0,3,Auto,0
50,1848528.0,2894466.0,835.0,6.0,3,Auto,0
40,310884.0,2140692.0,398.0,15.0,0,Education,0
57,248022.0,2430515.0,690.0,4.0,1,Education,0
23,2593020.0,1995870.0,569.0,32.0,3,Education,0
29,997872.0,1051396.0,393.0,34.0,1,Home,0
61,623500.0,4130326.0,762.0,33.0,1,Personal,0
59,1653438.0,2283870.0,584.0,32.0,3,Auto,0
46,2382846.0,227997.0,321.0,9.0,4,Home,1
22,607558.0,4720532.0,301.0,2.0,2,Auto,1
43,1745109.0,85723.0,402.0,28.0,3,Education,0
43,395333.0,730147.0,335.0,34.0,2,Auto,1
41,1507580.0,2500989.0,,30.0,1,Business,0
36,595151.0,3047629.0,350.0,14.0,4,Auto,1
29,689218.0,4319475.0,442.0,0.0,1,Business,1
33,2208456.0,458148.0,782.0,18.0,4,Home,0
48,2243220.0,1921919.0,316.0,26.0,0,Home,0
47,2254749.0,2515244.0,888.0,20.0,4,Business,0
37,1889053.0,1501738.0,577.0,6.0,4,Auto,0
58,2391355.0,2494195.0,737.0,32.0,1,Home,0
56,1435369.0,2292611.0,735.0,1.0,3,Auto,0
21,1218281.0,7173313.290289355,683.0,13.0,3,Personal,0
38,1513558.0,886005.0,431.0,2.0,2,Personal,0
29,1939266.0,1738162.0,562.0,13.0,0,Business,0
33,1875074.0,3044159.0,693.0,,4,Business,0
60,1348742.0,679265.0,507.0,16.0,2,Auto,0
35,1995811.0,486610.0,525.0,0.0,4,Personal,0
63,2327536.0,1823201.0,,,4,Personal,0
64,507522.0,3227183.0,657.0,13.0,0,Business,0
24,1618038.0,2897860.0,443.0,16.0,0,Education,0
53,625859.0,548559.0,653.0,14.0,2,Auto,0
44,2707294.0,1246569.0,550.0,6.0,3,Auto,0
56,1272228.0,3298623.0,675.0,6.0,4,Home,0
61,1855668.0,1806171.0,544.0,23.0,1,Business,0
30,2489854.0,83275.0,317.0,25.0,2,Home,1
56,236417.0,873124.0,784.0,13.0,4,Education,0
40,327390.0,4820356.0,301.0,18.0,0,Home,1
61,2737262.0,169564.0,675.0,25.0,0,Education,0
64,2877482.0,2757583.0,865.0,15.0,0,Home,0
31,2622549.0,2013276.0,465.0,33.0,0,Business,0
32,1428489.0,458978.0,628.0,1.0,3,Education,1
38,514867.0,724290.0,747.0,0.0,3,Auto,0
50,2448541.0,1724742.0,391.0,34.0,4,Business,0
64,901485.0,891307.0,819.0,23.0,4,Business,0
57,1329717.0,266272.0,551.0,4.0,2,Personal,0
40,1094208.0,3113634.0,338.0,28.0,0,Auto,1
45,,501631.0,735.0,0.0,0,Home,0
32,246652.0,4588908.0,661.0,8.0,1,Business,0
41,2265512.0,4814847.0,861.0,15.0,1,Home,0
45,316048.0,361806.0,382.0,14.0,0,Business,0
31,260941.0,4594530.0,326.0,9.0,1,Auto,1
29,1073772.0,4848958.0,888.0,15.0,1,Business,0
45,1585548.0,4293800.0,320.0,14.0,0,Home,1
55,2454334.0,3505663.0,517.0,2.0,3,Home,1
52,2695717.0,2972724.0,344.0,18.0,3,Auto,0
34,1410022.0,2519161.0,,2.0,4,Home,0
21,2643841.0,2834588.0,778.0,7.0,3,Education,0
37,572767.0,3448388.0,863.0,23.0,0,Business,0
45,1815455.0,2948265.0,636.0,13.0,1,Education,0
28,593273.0,629078.0,447.0,34.0,0,Personal,0
25,2024472.0,4037212.0,710.0,15.0,2,Personal,0
25,2623874.0,1437957.0,813.0,6.0,1,Business,0
61,2143505.0,1900380.0,871.0,34.0,0,Home,0
55,2447345.0,4270915.0,684.0,7.0,4,Auto,0
39,2564789.0,841955.0,781.0,11.0,4,Personal,0
43,984118.0,3503665.0,400.0,15.0,1,Home,0
29,2923621.0,4919897.0,413.0,3.0,3,Auto,1
50,1840682.0,3920387.0,561.0,34.0,4,Business,0
36,2516930.0,3500493.0,721.0,31.0,2,Home,0
53,,918029.0,353.0,11.0,1,Education,0
22,655457.0,2933599.0,487.0,20.0,2,Business,1
34,1162798.0,1641828.0,838.0,14.0,1,Personal,0
21,824367.0,1169247.0,891.0,34.0,3,Business,0
46,979558.0,4383978.0,489.0,2.0,0,Business,0
45,417199.0,3321731.0,846.0,1.0,1,Auto,0
36,887843.0,2940816.0,357.0,5.0,0,Personal,1
35,1541915.0,4746875.0,,15.0,1,Auto,0
46,979568.0,238317.0,488.0,22.0,3,Business,0
64,958049.0,4097766.0,847.0,30.0,2,Home,0
36,353807.0,1015454.0,867.0,29.0,0,Education,0
34,2836643.0,1824307.0,878.0,2.0,2,Education,0
49,1514694.0,1986655.0,612.0,15.0,1,Auto,0
44,2532433.0,2264326.0,,3.0,1,Home,0
35,2285445.0,1961313.0,430.0,27.0,3,Education,1
39,564913.0,4562473.0,863.0,27.0,1,Home,0
28,1858086.0,3015776.0,451.0,2.0,3,Auto,0
54,1157217.0,1807642.0,,25.0,1,Personal,0
22,2799730.0,50819.0,666.0,12.0,2,Home,0
47,2309788.0,4233212.0,391.0,6.0,1,Home,1
30,1545790.0,1265031.0,731.0,12.0,0,Personal,0
55,2064131.0,4512088.0,878.0,3.0,4,Business,0
43,2719128.0,1463008.0,,15.0,0,Business,0
28,729254.0,636532.0,327.0,27.0,0,Business,1
48,1594682.0,1098514.0,587.0,12.0,3,Auto,0
43,803986.0,3919663.0,654.0,9.0,1,Business,0
24,1657850.0,1808023.0,843.0,4.0,2,Auto,0
34,2862922.0,617930.0,703.0,18.0,1,Personal,0
62,2537427.0,11028194.395727549,435.0,29.0,4,Home,0
49,1251574.0,2859123.0,367.0,27.0,1,Education,1
21,1097465.0,3711051.0,453.0,30.0,4,Education,1
24,1236325.0,567528.0,762.0,0.0,4,Auto,0
52,365720.0,4486334.0,625.0,8.0,0,Auto,0
53,1064465.0,3460359.0,395.0,11.0,4,Home,1
46,,149662.0,496.0,22.0,4,Personal,0
37,1090432.0,404738.0,407.0,11.0,2,Home,1
59,1907008.0,4469020.0,345.0,8.0,3,Auto,1
43,605234.0,4449411.0,485.0,25.0,1,Home,0
52,2301628.0,4184899.0,753.0,29.0,2,Auto,0
35,2917208.0,3297198.0,622.0,19.0,3,Education,0
33,1407130.0,4072680.0,584.0,15.0,0,Home,0
22,2490737.0,897727.0,,12.0,2,Personal,0
39,417483.0,4376567.0,626.0,34.0,2,Education,0
44,1002651.0,1491701.0,,3.0,0,Personal,0
44,1541168.0,1293138.0,620.0,24.0,4,Personal,0
31,673119.0,523459.0,444.0,12.0,0,Auto,0
42,993287.0,2448849.0,577.0,27.0,1,Personal,0
35,1698345.0,2928486.0,313.0,11.0,0,Business,0
30,2759001.0,406449.0,561.0,23.0,2,Personal,0
61,1424233.0,4794942.0,713.0,27.0,0,Home,0
47,2953596.0,2045072.0,793.0,0.0,1,Auto,0
29,353016.0,4457829.0,346.0,33.0,4,Auto,1
48,1335969.0,3360775.0,495.0,2.0,4,Business,0
21,906757.0,1516784.0,589.0,21.0,3,Auto,0
37,742358.0,4419112.0,,20.0,3,Auto,0
51,,182309.0,819.0,26.0,1,Education,0
64,945371.0,2676383.0,623.0,20.0,3,Education,1
30,785422.0,1283565.0,728.0,21.0,4,Education,0
57,2819538.0,2239444.0,592.0,12.0,4,Business,0
49,2749807.0,15073582.067503698,676.0,15.0,3,Auto,0
38,2590785.0,4658740.0,834.0,23.0,0,Auto,0
58,1271754.0,4685318.0,383.0,16.0,4,Auto,1
59,1427450.0,3748710.0,672.0,4.0,3,Personal,0
26,1311354.0,1782186.0,323.0,26.0,3,Auto,1
60,2485943.0,1309126.0,624.0,31.0,1,Auto,0
32,1151077.0,3274033.0,615.0,25.0,1,Home,0
34,2724056.0,1573831.0,849.0,6.0,4,Home,0
64,,2332144.0,520.0,6.0,2,Auto,0
30,318292.0,2157599.0,513.0,26.0,3,Personal,0
40,2263145.0,4260438.0,771.0,23.0,0,Personal,0
35,2134755.0,2723818.0,790.0,23.0,2,Business,0
51,436424.0,156889.0,384.0,28.0,3,Business,1
27,246475.0,2559304.0,684.0,26.0,2,Auto,0
61,2200058.0,3405594.0,303.0,,3,Education,1
30,1409325.0,4961416.0,413.0,20.0,3,Personal,1
30,1199044.0,4964973.0,514.0,0.0,2,Education,1
59,2307424.0,4921426.0,635.0,,1,Business,0
48,308644.0,164764.0,466.0,29.0,3,Personal,0
50,406308.0,1754344.0,586.0,27.0,4,Education,0
57,2535109.0,1741644.0,794.0,29.0,2,Auto,0
23,621841.0,3247147.0,683.0,27.0,1,Education,0
63,580457.0,1812023.0,816.0,28.0,0,Business,0
35,1896814.0,2283997.0,426.0,30.0,3,Personal,0
41,2746846.0,1020490.0,732.0,3.0,3,Personal,0
57,2998325.0,3035885.0,385.0,18.0,4,Personal,1
32,1742666.0,2090795.0,897.0,9.0,1,Auto,0
24,744409.0,4118849.0,835.0,30.0,3,Personal,0
29,2622938.0,3657181.0,344.0,33.0,1,Education,1
59,1535634.0,2806419.0,589.0,30.0,3,Home,0
62,2675960.0,3714688.0,534.0,10.0,0,Home,0
48,2800300.0,1451586.0,456.0,31.0,4,Auto,0
43,2969690.0,4978607.0,705.0,22.0,0,Education,0
60,267258.0,4698987.0,804.0,2.0,0,Auto,0
64,1309139.0,1015595.0,421.0,27.0,2,Home,0
42,2478274.0,3250229.0,523.0,24.0,0,Personal,0
44,1049039.0,2209007.0,322.0,,4,Home,1
46,2362790.0,1196311.0,496.0,18.0,4,Home,0
50,2031004.0,301928.0,778.0,18.0,3,Home,0
53,1649245.0,1190398.0,584.0,28.0,0,Auto,0
36,963303.0,725219.0,817.0,18.0,1,Business,0
42,2997686.0,3530224.0,607.0,17.0,2,Auto,0
63,2112768.0,492909.0,644.0,23.0,2,Business,0
38,1123676.0,1584159.0,697.0,15.0,2,Auto,0
27,2898228.0,1574696.0,763.0,17.0,4,Home,0
46,1004350.0,3052740.0,414.0,12.0,4,Personal,1
28,1607847.0,3404441.0,749.0,3.0,3,Education,0
26,869037.0,467860.0,703.0,12.0,0,Business,0
50,2563866.0,1104215.0,847.0,34.0,4,Auto,0
59,1653447.0,3422666.0,528.0,3.0,2,Personal,0
43,2526962.0,913584.0,543.0,18.0,4,Education,0
52,2345059.0,4527028.0,364.0,,0,Personal,0
42,2059638.0,1983312.0,536.0,32.0,4,Business,0
62,2633954.0,339118.0,302.0,32.0,0,Business,0
63,246371.0,1616726.0,799.0,8.0,3,Education,0
29,1128495.0,2585741.0,,2.0,4,Education,1
51,749175.0,3422886.0,549.0,2.0,0,Business,0
27,738147.0,3243340.0,302.0,29.0,0,Business,1
29,1141144.0,308775.0,534.0,17.0,1,Home,0
33,684284.0,2954406.0,716.0,1.0,3,Education,0
23,697981.0,327114.0,550.0,,4,Education,0
55,,661016.0,442.0,8.0,1,Business,0
53,1746092.0,4267407.0,355.0,1.0,4,Auto,1
41,696372.0,500695.0,360.0,19.0,2,Home,1
51,2037520.0,2005714.0,367.0,,2,Auto,0
54,1067414.0,1869006.0,378.0,18.0,0,Business,1
52,1008344.0,1324041.0,626.0,15.0,1,Home,0
55,844927.0,7173607.841580873,666.0,25.0,0,Home,0
35,366587.0,1421507.0,,13.0,0,Business,0
52,2705784.0,2103059.0,825.0,17.0,0,Personal,0
26,1980446.0,198016.0,689.0,27.0,2,Personal,0
41,374847.0,4737013.0,588.0,18.0,0,Education,0
53,564211.0,3734990.0,820.0,,0,Business,0
52,1654823.0,359128.0,552.0,20.0,0,Business,0
39,439891.0,3242621.0,394.0,20.0,0,Auto,0
53,835136.0,993818.0,302.0,29.0,1,Business,1
48,1578284.0,3487724.0,345.0,31.0,4,Personal,1
51,845209.0,2892330.0,824.0,29.0,1,Business,0
41,1397961.0,388917.0,781.0,21.0,3,Auto,0
54,2542550.0,4800363.0,896.0,23.0,1,Education,0
35,2634482.0,3247278.0,717.0,9.0,3,Home,0
34,2519984.0,1284543.0,342.0,23.0,2,Education,0
39,1699543.0,4486633.0,,0.0,4,Auto,0
63,1563212.0,2481188.0,505.0,34.0,0,Business,0
35,1541084.0,642109.0,574.0,15.0,3,Personal,0
26,1660153.0,4384238.0,894.0,4.0,2,Business,0
29,2889389.0,3993590.0,396.0,30.0,4,Home,1
57,1354906.0,3224650.0,478.0,24.0,3,Personal,1
40,1672862.0,3862631.0,447.0,24.0,2,Education,0
54,1352298.0,3181867.0,683.0,2.0,0,Auto,0
58,2327006.0,142099.0,371.0,31.0,2,Education,0
46,1345318.0,2600756.0,516.0,19.0,2,Home,0
38,843913.0,3517964.0,,29.0,0,Home,0
48,1802519.0,126204.0,800.0,1.0,3,Business,0
29,629581.0,4064618.0,332.0,4.0,2,Business,1
52,1725090.0,4908756.0,515.0,18.0,0,Business,1
26,1478881.0,1001738.0,400.0,19.0,3,Home,0
34,321232.0,2034197.0,769.0,21.0,0,Personal,0
48,2574751.0,1973639.0,479.0,10.0,1,Education,0
44,943106.0,3214030.0,632.0,17.0,3,Education,0
33,1904910.0,1698626.0,787.0,26.0,1,Auto,0
63,999111.0,650727.0,759.0,30.0,2,Auto,0
32,1441439.0,1841881.0,,34.0,2,Personal,0
39,2324581.0,4578083.0,434.0,20.0,2,Business,1
41,480217.0,4686869.0,709.0,19.0,3,Business,0
47,794495.0,3242306.0,454.0,8.0,4,Personal,1
39,2327517.0,1763662.0,579.0,30.0,3,Education,1
44,967263.0,1935873.0,778.0,8.0,3,Business,0
46,1752906.0,3839487.0,498.0,6.0,4,Education,1
48,2403809.0,62754.0,716.0,32.0,3,Home,0
38,1256360.0,1263011.0,397.0,0.0,1,Auto,0
64,1623249.0,9651646.171813784,549.0,18.0,4,Business,0
56,1216466.0,4703297.0,404.0,2.0,4,Auto,1
62,1480849.0,3869835.0,626.0,11.0,1,Personal,0
49,451428.0,2063850.0,781.0,,4,Home,0
37,2942353.0,1527186.0,676.0,15.0,4,Business,0
24,2817867.0,4025244.0,314.0,12.0,1,Business,1
64,,3357893.0,780.0,23.0,0,Education,0
49,2774830.0,4775771.0,315.0,16.0,0,Auto,1
24,1012586.0,4933942.0,874.0,26.0,0,Home,0
30,2060658.0,3189354.0,784.0,28.0,1,Education,0
45,2802244.0,1314364.0,578.0,13.0,2,Home,0
51,433420.0,4347120.0,632.0,4.0,3,Home,0
23,2595497.0,3312059.0,556.0,5.0,4,Personal,0
22,2729847.0,2217094.0,484.0,23.0,1,Personal,0
45,1321496.0,4601987.0,887.0,32.0,3,Education,0
26,413869.0,2222279.0,326.0,8.0,1,Education,1
46,,3467614.0,324.0,2.0,4,Education,1
28,2984246.0,3199139.0,361.0,22.0,2,Home,0
55,944287.0,1399184.0,532.0,20.0,1,Business,0
47,1330027.0,1734931.0,763.0,21.0,3,Personal,0
45,2286030.0,4536146.0,648.0,7.0,3,Business,0
38,2009753.0,3567288.0,585.0,19.0,4,Auto,0
21,1622889.0,134360.0,713.0,13.0,0,Personal,0
59,299978.0,4852294.0,895.0,29.0,4,Auto,0
23,1291144.0,2324886.0,705.0,7.0,4,Auto,0
24,2978305.0,243493.0,680.0,18.0,0,Education,0
61,2212826.0,4269484.0,469.0,5.0,2,Home,0
57,2198069.0,1530986.0,589.0,33.0,1,Business,0
35,904825.0,524840.0,815.0,9.0,3,Auto,0
28,916743.0,717885.0,586.0,30.0,1,Education,0
58,2838207.0,2056754.0,606.0,10.0,1,Home,0
39,2597948.0,2287146.0,861.0,34.0,3,Personal,0
46,1725524.0,1292430.0,307.0,10.0,0,Auto,0
59,,1571610.0,656.0,31.0,3,Education,0
30,2703751.0,1526638.0,880.0,25.0,0,Education,0
58,522233.0,1586914.0,438.0,21.0,0,Education,0
34,,418241.0,810.0,0.0,4,Personal,0
61,1275016.0,3000757.0,547.0,28.0,2,Home,0
39,942126.0,3882014.0,840.0,21.0,4,Business,0
50,950550.0,2731734.0,482.0,31.0,2,Business,0
25,2444835.0,2166836.0,722.0,24.0,0,Auto,0
51,2491707.0,1987316.0,696.0,28.0,4,Home,0
27,1664249.0,722326.0,604.0,31.0,1,Auto,0
39,2176336.0,3440805.0,318.0,29.0,3,Business,1
51,1172360.0,4728091.0,682.0,17.0,3,Personal,0
59,,2859991.0,525.0,2.0,3,Home,0
44,561970.0,4451080.0,529.0,11.0,2,Home,0
54,1871859.0,501537.0,794.0,19.0,3,Auto,0
43,2102283.0,17762605.83991847,783.0,7.0,2,Auto,0
60,871813.0,2724704.0,658.0,30.0,2,Personal,0
26,1095176.0,3426342.0,672.0,23.0,2,Home,0
58,2316659.0,4828397.0,377.0,12.0,1,Business,1
61,934756.0,2510766.0,626.0,7.0,0,Business,0
56,1990580.0,2404808.0,,13.0,1,Education,0
47,666401.0,2115163.0,651.0,14.0,0,Business,0
31,1741383.0,314278.0,481.0,20.0,1,Education,0
25,1523913.0,1687990.0,804.0,14.0,2,Education,0
37,689774.0,3944338.0,897.0,25.0,0,Auto,0
27,1607912.0,659897.0,688.0,32.0,3,Business,0
47,962431.0,3495595.0,634.0,9.0,1,Education,0
35,936809.0,222238.0,745.0,18.0,0,Business,0
33,521660.0,3285020.0,808.0,10.0,3,Business,0
31,1410340.0,1708174.0,547.0,2.0,4,Business,0
46,233512.0,4071330.0,592.0,22.0,2,Personal,0
42,2193729.0,3699310.0,830.0,5.0,1,Education,0
48,1260978.0,4248100.0,437.0,28.0,1,Business,0
44,2137888.0,592852.0,855.0,3.0,4,Auto,0
49,844052.0,3685192.0,644.0,2.0,0,Personal,0
29,2961728.0,1192898.0,336.0,19.0,1,Education,0
62,2542891.0,3194056.0,613.0,7.0,1,Home,0
24,1279626.0,3407648.0,519.0,5.0,1,Education,1
38,250093.0,1086498.0,442.0,4.0,1,Personal,0
63,205050.0,4887507.0,703.0,7.0,4,Auto,0
36,1033148.0,1714373.0,703.0,7.0,2,Personal,0
53,2412607.0,439273.0,854.0,34.0,1,Business,0
49,2692806.0,259815.0,778.0,18.0,4,Personal,0
59,716929.0,1296135.0,859.0,9.0,3,Home,0
30,771719.0,365317.0,519.0,34.0,1,Home,0
29,1224627.0,1490549.0,666.0,8.0,0,Business,0
51,478904.0,2922685.0,495.0,7.0,4,Business,0
48,1920409.0,3131909.0,331.0,7.0,0,Home,1
23,243815.0,2813902.0,353.0,7.0,2,Auto,1
34,1860850.0,106627.0,722.0,19.0,3,Personal,0
45,2322786.0,1840666.0,533.0,6.0,0,Home,0
35,,4194245.0,409.0,21.0,1,Business,1
22,1996648.0,3148172.0,399.0,16.0,4,Business,1
44,1899963.0,212022.0,,4.0,3,Auto,0
34,2750565.0,1039634.0,702.0,33.0,4,Education,0
27,2311722.0,1798629.0,449.0,24.0,3,Business,0
56,1546143.0,3652030.0,693.0,14.0,0,Auto,0
44,2377415.0,651766.0,557.0,30.0,2,Home,0
47,1939721.0,3209740.0,544.0,18.0,4,Education,0
57,312446.0,4143934.0,449.0,30.0,1,Home,0
58,918166.0,1895354.0,398.0,11.0,4,Auto,1
50,1043395.0,554636.0,402.0,22.0,2,Home,0
47,1747439.0,580571.0,311.0,22.0,0,Personal,0
59,234341.0,4031196.0,525.0,10.0,1,Auto,0
35,729885.0,182409.0,741.0,21.0,1,Education,0
46,2783016.0,439130.0,447.0,,0,Business,0
21,1652036.0,1207567.0,478.0,,4,Home,1
24,2956308.0,1609454.0,306.0,19.0,1,Auto,0
49,1355703.0,3124442.0,451.0,9.0,4,Home,1
21,1324165.0,4831560.0,881.0,21.0,4,Auto,0
63,2718896.0,1512649.0,652.0,29.0,0,Auto,0
42,2118975.0,3417272.0,864.0,29.0,2,Education,0
31,331607.0,2252282.0,716.0,21.0,2,Home,0
30,395984.0,1471953.0,869.0,6.0,4,Home,0
37,1189921.0,4784806.0,495.0,13.0,0,Auto,0
56,770073.0,4416908.0,624.0,10.0,2,Personal,0
46,2667067.0,371072.0,781.0,6.0,4,Business,0
41,2688322.0,3804169.0,507.0,31.0,1,Business,0
33,1743169.0,3420204.0,602.0,17.0,1,Personal,0
29,707483.0,2854910.0,598.0,33.0,3,Education,0
31,2756929.0,3756825.0,725.0,1.0,3,Personal,0
31,2983381.0,4254395.0,361.0,6.0,3,Personal,1
26,396166.0,4683803.0,494.0,30.0,2,Education,0
21,,4397295.0,,17.0,1,Auto,0
26,2901381.0,3630960.0,662.0,19.0,1,Home,0
33,2092552.0,3008818.0,860.0,6.0,2,Business,0
42,1908339.0,3439587.0,377.0,21.0,1,Business,0
51,1956446.0,3492270.0,583.0,33.0,1,Business,0
42,1205565.0,333588.0,356.0,,4,Personal,0
57,2302169.0,2885423.0,675.0,13.0,1,Auto,0
47,1418851.0,1408771.0,675.0,31.0,4,Auto,0
34,911833.0,4207312.0,672.0,25.0,3,Personal,0
25,,1037961.0,543.0,29.0,0,Education,0
56,510404.0,3711653.0,338.0,8.0,4,Education,1
52,245938.0,3897201.0,608.0,31.0,1,Auto,0
54,389001.0,4571591.0,385.0,,3,Personal,1
27,2139128.0,344903.0,398.0,11.0,0,Business,0
62,368444.0,1907673.0,673.0,22.0,0,Home,0
30,2136736.0,3024062.0,794.0,16.0,3,Auto,0
37,908612.0,777145.0,507.0,20.0,3,Business,0
50,2573924.0,1676747.0,382.0,,0,Auto,1
41,2682535.0,1440249.0,876.0,21.0,0,Home,0
33,2276245.0,4313435.0,300.0,22.0,1,Education,1
21,2939605.0,4422557.0,736.0,4.0,4,Auto,0
21,2196211.0,231793.0,549.0,17.0,4,Personal,0
53,1892210.0,3994261.0,709.0,6.0,0,Education,0
58,530492.0,489706.0,685.0,2.0,0,Education,0
45,560492.0,627543.0,383.0,0.0,2,Business,1
46,292862.0,2766384.0,789.0,5.0,0,Personal,0
33,2543545.0,3566590.0,538.0,6.0,4,Auto,0
48,1257978.0,1172073.0,839.0,26.0,1,Auto,0
53,2913301.0,1376136.0,679.0,30.0,2,Personal,0
57,1112553.0,1243431.0,690.0,7.0,4,Education,0
61,382992.0,4006450.0,627.0,13.0,1,Auto,0
50,2559236.0,1029993.0,779.0,14.0,2,Auto,0
28,831377.0,346644.0,603.0,6.0,2,Auto,0
21,837173.0,2715461.0,581.0,6.0,2,Home,0
32,1183896.0,1721982.0,644.0,32.0,2,Personal,0
25,2040996.0,2776779.0,434.0,,2,Home,1
44,2502503.0,4179954.0,767.0,19.0,2,Home,0
26,2509842.0,3673089.0,660.0,6.0,3,Business,0
45,,3286637.0,868.0,13.0,1,Auto,0
21,2410326.0,3817507.0,414.0,14.0,4,Home,1
45,405471.0,3027858.0,485.0,17.0,0,Personal,0
21,2882099.0,1844591.0,777.0,9.0,4,Business,0
52,1155294.0,4168266.0,300.0,34.0,3,Business,1
62,2712486.0,1673470.0,840.0,26.0,3,Education,0
62,2480249.0,532006.0,723.0,0.0,2,Education,0
23,1308514.0,2334589.0,569.0,27.0,3,Business,0
39,762367.0,1925535.0,718.0,33.0,4,Personal,0
63,857844.0,4515698.0,626.0,2.0,3,Home,0
49,1172978.0,206760.0,494.0,2.0,4,Education,0
22,1732519.0,837378.0,554.0,10.0,2,Home,0
29,2607897.0,1397518.0,,3.0,2,Personal,1
37,714681.0,3007447.0,397.0,,3,Home,1
56,1400439.0,3845489.0,449.0,31.0,0,Business,0
