Recency_Days,Purchase_Frequency,Total_Spend_INR,Age,City_Type,Gender,Total_Returns,Discounts_Used
138.0,82.0,399789.0,47.0,Tier1,Female,12.0,19.0
108.0,2.0,354860.0,27.0,Tier1,Male,3.0,49.0
256.0,6.0,45431.0,39.0,Tier2,Male,4.0,44.0
67.0,19.0,472738.0,25.0,Rural,Male,4.0,23.0
190.0,75.0,196428.0,61.0,Tier1,Male,8.0,41.0
25.0,1.0,350786.0,32.0,Metro,Female,19.0,28.0
87.0,3.0,6335.0,35.0,Tier1,Male,3.0,6.0
232.0,23.0,286238.0,46.0,Rural,Female,15.0,37.0
165.0,20.0,112018.0,62.0,Metro,Male,14.0,30.0
360.0,35.0,329671.0,20.0,Tier2,Male,3.0,28.0
21.0,77.0,5788.0,23.0,Metro,Male,13.0,2.0
177.0,70.0,226827.0,33.0,Metro,Female,8.0,37.0
94.0,78.0,133125.0,30.0,Metro,Male,9.0,43.0
,31.0,182305.0,24.0,Tier1,Male,8.0,32.0
98.0,60.0,459232.0389260054,30.0,Metro,Male,4.0,8.0
149.0,70.0,224773.0,57.0,Tier2,Female,19.0,11.0
281.0,39.0,156643.0,25.0,Tier1,Female,2.0,42.0
171.0,4.0,149740.0,20.0,Metro,Female,13.0,44.0
317.0,57.0,362050.0,54.0,Tier1,Female,0.0,41.0
271.0,63.0,275639.0,47.0,Tier2,Male,10.0,7.0
58.0,23.0,333078.0,27.0,Tier1,Male,17.0,8.0
154.0,45.0,65364.0,43.0,Tier1,Female,10.0,33.0
30.0,65.0,339565.0,62.0,Rural,Female,18.0,27.0
,50.0,24991.0,49.0,Rural,Female,9.0,2.0
134.0,93.0,266606.0,58.0,Rural,Male,8.0,4.0
22.0,25.0,492474.0,32.0,Tier1,Male,17.0,36.0
363.0,35.0,426258.0,52.0,Rural,Female,16.0,8.0
,85.0,457271.0,40.0,Rural,Male,17.0,44.0
99.0,29.0,385945.0,50.0,Tier1,Female,10.0,31.0
96.0,99.0,476735.0,68.0,Tier1,Male,3.0,40.0
52.0,36.0,246228.0,38.0,Metro,Female,10.0,6.0
215.0,18.0,377000.0,39.0,Rural,Male,2.0,5.0
258.0,12.0,74159.0,52.0,Tier1,Male,5.0,1.0
305.0,41.0,411420.0,64.0,Metro,Male,4.0,30.0
23.0,62.0,326651.0,27.0,Metro,Female,4.0,47.0
77.0,42.0,34731.0,54.0,Tier2,Male,6.0,20.0
92.0,4.0,417684.0,39.0,Metro,Female,1.0,32.0
144.0,7.0,9590.0,26.0,Rural,Female,8.0,3.0
352.0,27.0,124061.0,62.0,Tier2,Male,9.0,8.0
276.0,97.0,44644.0,30.0,Tier1,Female,4.0,39.0
5.0,66.0,487114.0,64.0,Tier1,Female,12.0,1.0
106.0,42.0,,44.0,Metro,Female,18.0,36.0
67.0,29.0,321626.0,51.0,Rural,Female,2.0,42.0
33.0,93.0,466307.0,35.0,Tier2,Male,3.0,10.0
318.0,56.0,258246.0,21.0,Tier1,Male,17.0,1.0
16.0,91.0,1208.0,39.0,Tier2,Female,16.0,29.0
253.0,29.0,313841.0,33.0,Metro,Male,13.0,10.0
156.0,16.0,218916.0,32.0,Tier2,Female,15.0,21.0
278.0,71.0,312288.0,53.0,Tier1,Male,15.0,29.0
80.0,85.0,125296.0,19.0,Tier2,Male,15.0,34.0
356.0,60.0,109747.0,26.0,Rural,Male,11.0,7.0
208.0,87.0,129009.0,42.0,Tier1,Male,12.0,39.0
104.0,67.0,186594.0,51.0,Metro,Male,0.0,2.0
7.0,14.0,184103.0,28.0,Rural,Male,1.0,41.0
288.0,26.0,310164.0,37.0,Metro,Female,10.0,15.0
158.0,78.0,,42.0,Metro,Male,18.0,40.0
22.0,75.0,302384.0,21.0,Metro,Male,5.0,33.0
188.0,63.0,28923.0,44.0,Tier1,Female,17.0,13.0
19.0,82.0,357783.0,62.0,Tier2,Male,1.0,38.0
60.0,73.0,381327.0,61.0,Tier2,Male,15.0,40.0
92.0,16.0,398253.0,58.0,Metro,Female,4.0,41.0
103.0,32.0,353540.0,64.0,Metro,Female,19.0,13.0
274.0,55.0,345960.0,51.0,Metro,Female,9.0,14.0
340.0,9.0,55423.0,46.0,Metro,Male,16.0,33.0
97.0,55.0,145301.0,56.0,Rural,Other,3.0,36.0
118.0,99.0,499329.0,,Tier2,Female,6.0,22.0
140.0,51.0,7274.0,62.0,Metro,Female,14.0,25.0
228.0,26.0,457710.0,30.0,Metro,Male,6.0,22.0
301.0,42.0,164087.0,36.0,Tier2,Male,0.0,31.0
,8.0,413388.0,25.0,Rural,Male,11.0,46.0
354.0,81.0,165310.0,30.0,Tier2,Male,13.0,24.0
145.0,55.0,171827.0,32.0,Metro,Female,5.0,9.0
75.0,75.0,206319.0,33.0,Tier1,Female,0.0,41.0
201.0,42.0,164203.0,35.0,Metro,Female,1.0,9.0
119.0,59.0,158918.0,,Metro,Female,19.0,38.0
266.0,79.0,179655.0,23.0,Metro,Male,0.0,7.0
348.0,34.0,120229.0,34.0,Metro,Male,9.0,6.0
24.0,12.0,146770.0,67.0,Metro,Male,9.0,49.0
240.0,56.0,75722.0,46.0,Metro,Female,12.0,9.0
128.0,63.0,138732.0,37.0,Tier1,Female,12.0,44.0
50.0,89.0,169547.0,64.0,Metro,Male,12.0,29.0
328.0,41.0,207497.0,63.0,Metro,Male,11.0,6.0
316.0,20.0,165514.0,42.0,Metro,Female,2.0,30.0
,59.0,213913.0,57.0,Tier1,Male,18.0,10.0
156.0,55.0,51714.0,23.0,Tier1,Male,3.0,24.0
307.0,14.0,124359.0,18.0,Tier1,Female,3.0,27.0
109.0,5.0,196989.0,36.0,Metro,Male,19.0,30.0
304.0,51.0,237244.0,68.0,Tier1,Male,7.0,17.0
150.0,89.0,261485.0,23.0,Tier2,Male,14.0,15.0
9.0,2.0,222766.0,20.0,Metro,Male,14.0,41.0
126.0,97.0,169091.0,22.0,Metro,Female,7.0,33.0
209.0,20.0,239243.0,50.0,Tier1,Male,15.0,36.0
212.0,46.0,94658.0,,Metro,Male,16.0,15.0
8.0,80.0,,20.0,Tier2,Male,10.0,43.0
130.0,93.0,72661.0,31.0,Tier1,Male,9.0,26.0
,31.0,165293.0,39.0,Tier1,Male,14.0,23.0
99.0,54.0,160697.0,40.0,Tier1,Male,2.0,0.0
317.0,77.0,478555.0,68.0,Metro,Male,18.0,46.0
210.0,13.0,19641.0,29.0,Tier1,Female,1.0,45.0
228.0,23.0,35424.0,66.0,Tier1,Female,17.0,11.0
11.0,15.0,492572.0,25.0,Rural,Male,8.0,26.0
218.0,94.0,404698.0,39.0,Tier1,Male,3.0,13.0
237.0,3.0,361246.0,61.0,Tier2,Male,19.0,9.0
124.0,86.0,,47.0,Metro,Male,15.0,13.0
187.0,25.0,,49.0,Metro,Female,15.0,34.0
,35.0,266373.0,20.0,Metro,Female,0.0,0.0
120.0,45.0,145639.0,62.0,Metro,Male,18.0,33.0
41.0,27.0,20655.0,42.0,Metro,Female,14.0,7.0
209.0,5.0,202255.0,37.0,Metro,Male,18.0,20.0
341.0,52.0,465353.0,25.0,Tier1,Female,7.0,49.0
,62.0,13356.0,45.0,Rural,Female,17.0,12.0
136.0,21.0,132631.0,52.0,Metro,Female,2.0,3.0
317.0,52.0,40052.0,67.0,Metro,Female,1.0,21.0
148.0,13.0,379109.0,57.0,Tier2,Female,14.0,24.0
130.0,77.0,44946.0,62.0,Metro,Female,6.0,18.0
357.0,13.0,96168.0,37.0,Tier1,Male,13.0,47.0
350.0,52.0,88221.0,43.0,Metro,Female,11.0,31.0
27.0,40.0,411488.0,52.0,Rural,Female,19.0,36.0
60.0,96.0,9099.0,53.0,Metro,Female,4.0,35.0
356.0,29.0,103282.0,18.0,Rural,Male,17.0,47.0
110.0,83.0,78545.0,52.0,Metro,Female,19.0,49.0
163.0,67.0,235801.8571688823,45.0,Rural,Male,7.0,33.0
352.0,8.0,91021.0,62.0,Metro,Female,3.0,45.0
,64.0,361939.0,,Rural,Female,4.0,18.0
248.0,53.0,44225.0,23.0,Metro,Male,9.0,24.0
241.0,31.0,413476.0,50.0,Metro,Male,15.0,18.0
172.0,63.0,440615.0,46.0,Tier1,Male,14.0,25.0
17.0,48.0,80990.0,,Metro,Male,12.0,10.0
289.0,79.0,397865.0,49.0,Tier2,Male,14.0,49.0
80.0,1.0,296863.0,39.0,Rural,Male,14.0,9.0
122.0,64.0,299103.0,62.0,Tier1,Female,4.0,33.0
122.0,60.0,23705.0,26.0,Tier1,Female,11.0,18.0
282.0,26.0,266208.0,34.0,Metro,Male,15.0,3.0
317.0,37.0,481187.0,27.0,Tier1,Female,0.0,47.0
292.0,10.0,185811.0,63.0,Tier1,Female,5.0,7.0
,55.0,303495.0,18.0,Tier1,Male,10.0,47.0
204.0,13.0,465165.0,32.0,Tier2,Male,10.0,21.0
324.0,67.0,456030.0,63.0,Tier2,Female,13.0,16.0
,26.0,155895.0,60.0,Tier2,Female,9.0,15.0
269.0,12.0,145254.0,44.0,Metro,Male,15.0,13.0
62.0,24.0,16429.0,44.0,Tier1,Male,3.0,3.0
270.0,86.0,201842.0,47.0,Tier1,Male,3.0,1.0
43.0,56.0,146805.0,63.0,Metro,Female,10.0,20.0
130.0,8.0,11624.0,19.0,Metro,Female,4.0,9.0
323.0,22.0,13137.0,51.0,Tier1,Female,10.0,39.0
,44.0,,48.0,Metro,Female,9.0,44.0
9.0,11.0,485615.0,23.0,Metro,Female,15.0,46.0
61.0,74.0,347272.0,37.0,Tier2,Female,18.0,43.0
,57.0,236869.0,64.0,Tier1,Male,16.0,36.0
36.0,59.0,245439.0,65.0,Tier2,Male,2.0,35.0
50.0,73.0,359787.0,50.0,Rural,Male,2.0,16.0
136.0,43.0,492654.0,60.0,Tier2,Male,9.0,13.0
104.0,68.0,246268.0,61.0,Metro,Male,1.0,19.0
183.0,66.0,72388.0,56.0,Tier2,Male,5.0,11.0
94.0,48.0,483623.0,32.0,Tier2,Female,18.0,7.0
19.0,35.0,321906.0,58.0,Tier1,Male,19.0,31.0
57.0,64.0,395745.0,47.0,Tier1,Female,10.0,49.0
184.0,73.0,268364.0,61.0,Tier1,Male,15.0,40.0
72.0,52.0,59168.0,26.0,Metro,Male,0.0,7.0
93.0,52.0,98443.0,66.0,Tier1,Female,3.0,46.0
133.0,42.0,231571.0,47.0,Metro,Male,18.0,10.0
,15.0,485391.0,22.0,Tier2,Male,6.0,22.0
152.0,54.0,161681.0,42.0,Rural,Female,18.0,40.0
177.0,56.0,120172.0,67.0,Tier2,Other,0.0,13.0
255.0,32.0,181811.0,19.0,Tier1,Other,5.0,15.0
261.0,52.0,448501.0,53.0,Tier1,Male,11.0,45.0
105.0,90.0,125776.0,43.0,Tier2,Male,3.0,44.0
50.0,20.0,167509.0,18.0,Tier1,Male,3.0,40.0
186.0,75.0,368589.0,48.0,Tier2,Male,9.0,8.0
230.0,59.0,74679.0,25.0,Metro,Male,15.0,10.0
,39.0,480610.0,26.0,Metro,Female,11.0,10.0
321.0,73.0,323281.0,49.0,Metro,Male,3.0,46.0
16.0,36.0,187985.0,60.0,Rural,Female,8.0,36.0
78.0,97.0,254022.0,63.0,Metro,Male,2.0,28.0
156.0,88.0,102771.0,50.0,Tier2,Female,8.0,10.0
243.0,5.0,483399.0,38.0,Tier1,Female,11.0,20.0
272.0,55.0,209687.0,51.0,Tier1,Female,14.0,4.0
346.0,12.0,97197.0,52.0,Tier2,Male,10.0,39.0
312.0,52.0,453041.0,51.0,Tier2,Male,12.0,2.0
170.0,81.0,143438.0,62.0,Rural,Male,19.0,17.0
267.0,70.0,437646.0,45.0,Metro,Male,13.0,4.0
82.0,77.0,344562.0,32.0,Tier2,Male,1.0,28.0
150.0,26.0,379538.0,58.0,Tier1,Female,8.0,8.0
189.0,3.0,43537.0,40.0,Tier2,Male,8.0,6.0
364.0,90.0,405716.0,30.0,Metro,Female,18.0,0.0
9.0,44.0,173879.0,35.0,Metro,Male,4.0,31.0
61.0,66.0,285406.0,25.0,Metro,Male,18.0,42.0
232.0,53.0,490558.0,35.0,Tier1,Male,18.0,33.0
285.0,88.0,317224.0,23.0,Tier1,Female,19.0,22.0
244.0,38.0,,53.0,Metro,Female,2.0,35.0
165.0,44.0,331923.0,34.0,Metro,Male,5.0,24.0
300.0,65.0,402599.0,38.0,Tier2,Male,19.0,47.0
67.0,61.0,391329.0,48.0,Metro,Female,2.0,30.0
87.0,31.0,238207.0,65.0,Tier2,Male,6.0,31.0
20.0,30.0,400446.0,40.0,Metro,Male,5.0,38.0
241.0,1.0,280966.0,67.0,Metro,Female,19.0,27.0
33.0,17.0,108200.0,20.0,Tier2,Male,4.0,6.0
233.0,56.0,308068.0,69.0,Tier2,Female,4.0,2.0
221.0,49.0,96356.0,54.0,Tier2,Female,17.0,46.0
28.0,92.0,15029.0,28.0,Rural,Female,10.0,46.0
312.0,20.0,303411.0,28.0,Rural,Female,9.0,9.0
294.0,60.0,221477.0,60.0,Tier2,Male,11.0,41.0
,96.0,465862.0,59.0,Tier1,Male,10.0,18.0
227.0,5.0,206657.0,20.0,Metro,Female,1.0,48.0
248.0,8.0,77332.0,54.0,Metro,Female,8.0,22.0
182.0,72.0,286003.0,65.0,Metro,Male,1.0,48.0
185.0,32.0,253827.0,56.0,Metro,Male,14.0,19.0
199.0,81.0,418187.0,60.0,Metro,Female,16.0,24.0
106.0,74.0,444312.0,56.0,Tier1,Male,6.0,41.0
,35.0,347036.0,44.0,Rural,Male,9.0,2.0
312.0,80.0,,30.0,Tier1,Male,3.0,31.0
22.0,97.0,91725.0,22.0,Rural,Female,2.0,21.0
76.0,77.0,404506.0,37.0,Tier1,Male,7.0,16.0
109.0,47.0,146744.0,65.0,Metro,Female,2.0,32.0
239.0,24.0,115494.0,26.0,Tier2,Male,12.0,31.0
252.0,65.0,450334.0,,Rural,Female,14.0,26.0
250.0,96.0,372200.0,69.0,Tier1,Male,16.0,18.0
282.0,55.0,152069.0,43.0,Tier2,Female,10.0,36.0
180.0,53.0,58382.0,40.0,Rural,Female,18.0,6.0
256.0,2.0,488893.0,52.0,Metro,Male,7.0,23.0
122.0,95.0,495474.0,44.0,Metro,Female,11.0,2.0
278.0,56.0,296669.0,,Metro,Male,16.0,48.0
111.0,99.0,428027.0,26.0,Metro,Female,9.0,39.0
310.0,29.0,,63.0,Rural,Female,0.0,35.0
108.0,46.0,166563.0,43.0,Metro,Female,13.0,39.0
112.0,65.0,452807.0,67.0,Metro,Female,8.0,1.0
295.0,95.0,40808.0,23.0,Tier1,Female,3.0,9.0
62.0,70.0,97363.0,,Tier2,Female,1.0,46.0
64.0,28.0,461546.0,67.0,Metro,Male,4.0,42.0
149.0,11.0,143952.0,19.0,Tier1,Female,11.0,35.0
,90.0,238978.0,43.0,Tier1,Male,13.0,16.0
231.0,96.0,75205.0,42.0,Metro,Female,14.0,32.0
134.0,47.0,396092.0,26.0,Rural,Female,16.0,12.0
146.0,78.0,77979.0,31.0,Tier1,Female,16.0,28.0
41.0,39.0,448663.0,35.0,Tier1,Female,12.0,21.0
298.0,59.0,380468.0,,Tier2,Female,7.0,30.0
99.0,53.0,232701.0,65.0,Metro,Male,5.0,9.0
204.0,41.0,77313.0,43.0,Metro,Male,18.0,42.0
58.0,2.0,399315.0,65.0,Metro,Male,15.0,44.0
270.0,9.0,456923.0,59.0,Tier2,Female,11.0,7.0
105.0,18.0,379491.0,53.0,Tier1,Female,7.0,28.0
10.0,12.0,413325.0,36.0,Tier1,Male,1.0,34.0
61.0,95.0,375731.0,35.0,Metro,Male,12.0,44.0
98.0,79.0,62238.0,32.0,Metro,Male,13.0,0.0
172.0,43.0,195203.0,62.0,Tier1,Female,1.0,18.0
217.0,27.0,263435.0,,Tier2,Female,13.0,6.0
319.0,43.0,413712.0,37.0,Tier1,Male,7.0,41.0
83.0,21.0,366371.0,63.0,Tier2,Male,19.0,42.0
345.0,18.0,393023.0,53.0,Tier1,Male,3.0,5.0
196.0,24.0,124804.0,57.0,Metro,Female,13.0,38.0
187.0,72.0,92964.0,,Metro,Female,15.0,16.0
76.0,66.0,331096.0,31.0,Tier1,Female,10.0,39.0
362.0,57.0,1068344.3247366513,67.0,Tier2,Female,15.0,45.0
335.0,90.0,422495.0,42.0,Rural,Male,7.0,10.0
58.0,82.0,340407.0,47.0,Metro,Male,6.0,35.0
290.0,15.0,112238.0,22.0,Metro,Female,8.0,23.0
141.0,67.0,267355.0,,Metro,Female,19.0,40.0
233.0,57.0,176889.0,20.0,Tier1,Female,8.0,48.0
359.0,75.0,135738.0,62.0,Metro,Male,8.0,11.0
251.0,97.0,235359.0,21.0,Metro,Female,15.0,36.0
273.0,20.0,127152.0,31.0,Tier1,Male,4.0,12.0
84.0,58.0,,50.0,Tier1,Female,17.0,9.0
69.0,54.0,297237.0,58.0,Tier1,Female,6.0,4.0
90.0,12.0,479589.0,40.0,Tier1,Male,9.0,32.0
231.0,19.0,,38.0,Tier1,Female,19.0,45.0
27.0,33.0,71063.0,33.0,Metro,Male,19.0,47.0
179.0,17.0,136512.0,29.0,Metro,Male,3.0,25.0
214.0,76.0,110198.0,27.0,Tier2,Female,18.0,32.0
195.0,45.0,488658.0,60.0,Metro,Female,19.0,29.0
90.0,90.0,60356.0,29.0,Tier1,Other,3.0,13.0
309.0,61.0,269162.0,69.0,Tier2,Female,8.0,2.0
73.0,61.0,451504.0,19.0,Tier1,Female,12.0,39.0
312.0,71.0,70458.0,18.0,Tier2,Male,8.0,41.0
101.0,23.0,399494.0,,Tier2,Female,10.0,34.0
348.0,88.0,1565337.933138227,49.0,Tier1,Female,12.0,34.0
267.0,29.0,27119.0,33.0,Tier2,Male,16.0,12.0
198.0,56.0,199515.0,69.0,Rural,Female,10.0,44.0
23.0,95.0,422812.0,43.0,Tier1,Male,17.0,39.0
,14.0,470738.0,39.0,Metro,Male,4.0,27.0
223.0,77.0,280141.0,67.0,Tier1,Female,1.0,6.0
197.0,96.0,103111.0,48.0,Tier1,Male,12.0,12.0
233.0,68.0,61730.0,49.0,Metro,Female,4.0,24.0
254.0,63.0,311948.0,27.0,Metro,Female,12.0,30.0
98.0,5.0,464053.0,50.0,Tier2,Other,0.0,31.0
196.0,38.0,244710.0,26.0,Tier2,Female,6.0,43.0
96.0,59.0,54477.0,52.0,Tier1,Female,3.0,33.0
357.0,59.0,70676.0,41.0,Rural,Female,0.0,31.0
275.0,69.0,75305.0,57.0,Tier1,Female,15.0,20.0
305.0,69.0,121762.0,21.0,Tier1,Male,3.0,46.0
,36.0,49235.0,42.0,Tier2,Male,10.0,9.0
186.0,76.0,1697805.9246315851,26.0,Tier1,Other,8.0,12.0
200.0,86.0,491132.0,28.0,Metro,Female,13.0,47.0
337.0,70.0,297748.0,67.0,Metro,Female,9.0,39.0
303.0,42.0,91199.0,37.0,Tier1,Female,3.0,2.0
360.0,16.0,335332.0,39.0,Tier1,Male,6.0,15.0
91.0,76.0,20280.0,60.0,Metro,Male,16.0,38.0
43.0,65.0,170414.0,68.0,Tier2,Male,1.0,24.0
32.0,62.0,205473.0,,Rural,Female,10.0,4.0
5.0,7.0,151763.0,,Metro,Male,7.0,8.0
261.0,9.0,101473.0,56.0,Metro,Female,3.0,24.0
149.0,45.0,100946.0,44.0,Rural,Female,12.0,31.0
120.0,50.0,153765.0,,Tier1,Male,14.0,11.0
331.0,9.0,,33.0,Tier1,Male,15.0,32.0
50.0,84.0,300335.0,55.0,Tier2,Male,4.0,14.0
241.0,8.0,54765.0,24.0,Tier1,Male,12.0,9.0
233.0,99.0,173402.0,35.0,Metro,Female,1.0,48.0
98.0,42.0,275562.0,42.0,Rural,Male,17.0,49.0
353.0,80.0,301484.0,56.0,Metro,Female,12.0,31.0
245.0,33.0,6226.0,20.0,Tier1,Male,16.0,29.0
272.0,62.0,128665.0,45.0,Tier2,Male,17.0,38.0
,63.0,339237.0,52.0,Tier1,Male,1.0,13.0
197.0,40.0,16397.0,28.0,Tier1,Female,0.0,41.0
157.0,95.0,33271.0,55.0,Tier1,Male,4.0,47.0
119.0,25.0,244705.0,49.0,Rural,Male,11.0,21.0
91.0,22.0,465581.0,,Metro,Male,4.0,10.0
334.0,8.0,54130.0,54.0,Metro,Male,6.0,18.0
195.0,38.0,1935789.1469790381,32.0,Tier2,Male,1.0,46.0
170.0,4.0,91807.0,46.0,Metro,Female,2.0,30.0
182.0,94.0,449367.0,30.0,Tier1,Female,7.0,48.0
130.0,90.0,244648.0,45.0,Tier1,Female,7.0,24.0
144.0,18.0,327993.19198131905,,Metro,Male,19.0,16.0
272.0,33.0,1522267.6954889433,67.0,Tier1,Male,13.0,42.0
150.0,65.0,142616.0,35.0,Tier2,Female,9.0,42.0
229.0,16.0,359133.0,26.0,Tier2,Female,12.0,48.0
285.0,47.0,48569.0,38.0,Metro,Male,19.0,30.0
229.0,35.0,29915.0,38.0,Tier2,Male,1.0,31.0
270.0,47.0,172558.0,61.0,Rural,Male,8.0,8.0
20.0,65.0,173205.0,60.0,Metro,Other,9.0,37.0
4.0,36.0,114648.0,46.0,Metro,Male,1.0,49.0
268.0,32.0,321941.0,43.0,Tier2,Male,9.0,1.0
321.0,74.0,167854.0,52.0,Rural,Male,6.0,17.0
268.0,7.0,31346.0,54.0,Tier1,Male,6.0,5.0
294.0,60.0,172453.0,49.0,Tier1,Female,13.0,28.0
76.0,26.0,476627.0,64.0,Metro,Male,1.0,31.0
124.0,98.0,80967.0,58.0,Tier2,Female,7.0,2.0
142.0,26.0,148677.0,34.0,Tier1,Male,14.0,22.0
318.0,23.0,478683.0,68.0,Metro,Male,0.0,42.0
249.0,75.0,286985.0,,Tier1,Female,10.0,12.0
183.0,34.0,82231.0,67.0,Tier2,Male,2.0,6.0
22.0,71.0,46657.0,41.0,Rural,Female,2.0,2.0
289.0,46.0,282354.0,47.0,Tier2,Female,11.0,12.0
41.0,78.0,106291.0,45.0,Tier1,Female,7.0,4.0
164.0,45.0,163760.0,26.0,Metro,Female,5.0,4.0
151.0,29.0,327274.0,63.0,Tier2,Female,1.0,40.0
,59.0,383985.0,43.0,Tier1,Female,15.0,17.0
165.0,53.0,235280.0,58.0,Tier1,Male,15.0,34.0
310.0,71.0,67702.0,48.0,Metro,Male,5.0,16.0
157.0,69.0,31106.0,20.0,Tier2,Female,16.0,24.0
234.0,13.0,331338.0,58.0,Tier2,Female,12.0,27.0
313.0,60.0,259789.0,52.0,Tier2,Female,3.0,42.0
281.0,85.0,30935.0,42.0,Rural,Male,9.0,43.0
321.0,44.0,236705.0,34.0,Tier2,Female,15.0,45.0
337.0,99.0,299598.0,32.0,Metro,Male,10.0,40.0
36.0,67.0,467890.0,68.0,Metro,Male,1.0,14.0
47.0,71.0,323658.0,50.0,Rural,Female,6.0,24.0
109.0,55.0,85140.0,56.0,Tier1,Female,1.0,6.0
36.0,94.0,267763.0,28.0,Tier2,Female,15.0,0.0
305.0,66.0,163264.0,50.0,Tier1,Female,15.0,30.0
259.0,33.0,411100.0,49.0,Tier2,Female,5.0,47.0
134.0,24.0,416236.0,35.0,Metro,Male,3.0,28.0
217.0,61.0,291451.0,34.0,Rural,Male,7.0,49.0
330.0,41.0,443168.0,36.0,Metro,Male,18.0,4.0
221.0,49.0,359097.0,33.0,Metro,Female,1.0,37.0
146.0,17.0,64802.0,56.0,Rural,Male,9.0,34.0
16.0,56.0,458678.0,57.0,Metro,Male,4.0,30.0
206.0,59.0,152736.0,,Metro,Female,19.0,31.0
237.0,51.0,53869.0,45.0,Metro,Male,12.0,26.0
312.0,42.0,93924.0,20.0,Tier1,Female,18.0,33.0
171.0,20.0,438358.0,27.0,Rural,Male,10.0,7.0
78.0,96.0,488417.0,21.0,Metro,Female,6.0,34.0
154.0,63.0,,31.0,Tier1,Female,19.0,36.0
15.0,94.0,252285.0,26.0,Metro,Male,4.0,9.0
,7.0,348149.0,34.0,Tier1,Male,3.0,6.0
168.0,67.0,271176.0,18.0,Metro,Female,6.0,11.0
340.0,31.0,153515.0,20.0,Tier2,Male,7.0,40.0
324.0,48.0,205173.0,19.0,Metro,Male,3.0,35.0
31.0,12.0,66600.0,25.0,Tier2,Female,16.0,14.0
333.0,51.0,315376.0,24.0,Metro,Female,7.0,36.0
255.0,71.0,84901.0,45.0,Tier2,Female,15.0,36.0
258.0,27.0,259482.0,65.0,Tier1,Male,14.0,7.0
335.0,55.0,294809.0,61.0,Tier1,Female,19.0,31.0
190.0,44.0,353301.0,44.0,Metro,Female,16.0,45.0
334.0,9.0,,36.0,Tier2,Male,13.0,45.0
237.0,67.0,434662.0,56.0,Metro,Female,3.0,1.0
258.0,98.0,375892.0,20.0,Metro,Male,18.0,45.0
104.0,88.0,,34.0,Tier1,Male,5.0,25.0
171.0,16.0,348086.0,59.0,Tier1,Male,9.0,46.0
200.0,81.0,103665.0,63.0,Rural,Female,9.0,23.0
347.0,89.0,404492.0,62.0,Tier1,Female,15.0,1.0
81.0,90.0,355143.0,58.0,Tier2,Male,0.0,5.0
161.0,91.0,142446.0,60.0,Metro,Female,3.0,48.0
40.0,39.0,483839.0,25.0,Metro,Male,16.0,41.0
91.0,18.0,389228.0,24.0,Tier2,Female,0.0,8.0
237.0,21.0,115860.0,33.0,Rural,Female,1.0,45.0
307.0,77.0,410481.0,21.0,Metro,Female,10.0,22.0
361.0,67.0,213074.0,47.0,Tier2,Male,10.0,15.0
310.0,80.0,41817.0,,Tier1,Male,2.0,5.0
307.0,39.0,273208.0,19.0,Tier1,Female,6.0,14.0
10.0,72.0,558260.1035836461,,Tier2,Female,5.0,43.0
155.0,65.0,201912.0,19.0,Rural,Female,7.0,4.0
173.0,6.0,,43.0,Tier1,Female,0.0,3.0
108.0,18.0,276988.0,45.0,Tier2,Male,2.0,47.0
353.0,62.0,914358.9699237561,51.0,Tier1,Female,5.0,10.0
154.0,36.0,262098.0,39.0,Metro,Male,1.0,47.0
91.0,96.0,19739.0,39.0,Tier1,Female,19.0,24.0
355.0,72.0,39438.0,43.0,Tier2,Male,11.0,5.0
362.0,27.0,455058.0,20.0,Metro,Other,8.0,18.0
288.0,61.0,106401.0,48.0,Metro,Female,19.0,7.0
192.0,34.0,109455.0,47.0,Tier2,Female,14.0,49.0
153.0,75.0,159052.0,26.0,Metro,Male,0.0,11.0
90.0,39.0,240291.0,53.0,Tier1,Female,19.0,15.0
319.0,7.0,125631.0,28.0,Tier1,Female,11.0,45.0
282.0,84.0,292663.0,28.0,Tier1,Male,9.0,15.0
86.0,73.0,26588.0,50.0,Tier1,Male,18.0,29.0
9.0,50.0,437223.0,23.0,Tier2,Female,10.0,25.0
39.0,80.0,456196.0,60.0,Tier1,Male,18.0,17.0
270.0,3.0,256220.0,52.0,Tier1,Male,8.0,11.0
129.0,94.0,134834.0,59.0,Metro,Female,8.0,45.0
187.0,31.0,43403.0,42.0,Metro,Female,17.0,33.0
167.0,69.0,401602.0,48.0,Tier2,Female,13.0,17.0
360.0,23.0,404705.0,25.0,Metro,Male,9.0,12.0
293.0,23.0,133819.0,61.0,Metro,Male,6.0,17.0
327.0,87.0,380764.0,66.0,Metro,Female,18.0,6.0
294.0,59.0,148241.88328209103,37.0,Tier1,Female,6.0,13.0
225.0,65.0,53068.0,59.0,Rural,Female,2.0,12.0
213.0,11.0,95144.0,45.0,Tier2,Female,5.0,18.0
103.0,53.0,282371.0,55.0,Tier1,Male,13.0,45.0
16.0,80.0,340285.0,19.0,Metro,Female,19.0,37.0
346.0,88.0,238951.0,21.0,Tier1,Male,6.0,31.0
96.0,77.0,52920.0,52.0,Tier2,Female,13.0,21.0
188.0,93.0,116031.0,40.0,Metro,Female,7.0,44.0
316.0,82.0,220723.0,24.0,Tier1,Female,5.0,42.0
,84.0,23073.0,66.0,Metro,Male,8.0,18.0
139.0,5.0,,52.0,Tier1,Female,15.0,28.0
